date,adj_close,close,high,low,open,volume,symbol
2015-04-08,409.8956604003906,550.1375122070312,551.2249755859375,543.2625122070312,545.625,10185576,INFY.NS
2015-04-09,412.5872497558594,553.75,554.7249755859375,546.0999755859375,552.8499755859375,10581548,INFY.NS
2015-04-10,416.1171875,558.4874877929688,559.5,552.5499877929688,552.5499877929688,7123776,INFY.NS
2015-04-13,417.0205078125,559.7000122070312,561.0,554.0250244140625,559.5,4872336,INFY.NS
2015-04-15,412.34515380859375,553.4249877929688,561.25,548.7625122070312,559.125,6237784,INFY.NS
2015-04-16,408.7967834472656,548.6624755859375,557.75,540.125,555.5,9007812,INFY.NS
2015-04-17,405.9281311035156,544.8125,548.7374877929688,538.3624877929688,545.0125122070312,6450316,INFY.NS
2015-04-20,397.15478515625,533.0374755859375,545.0,528.7874755859375,544.0,12825384,INFY.NS
2015-04-21,399.10137939453125,535.6500244140625,538.7750244140625,530.0250244140625,537.0,8881648,INFY.NS
2015-04-22,398.1885986328125,534.4249877929688,538.75,524.4874877929688,537.7625122070312,12350984,INFY.NS
2015-04-23,395.2641296386719,530.5,537.5,528.0,537.1749877929688,11891800,INFY.NS
2015-04-24,371.6451721191406,498.79998779296875,537.5499877929688,495.0,533.9749755859375,43565452,INFY.NS
2015-04-27,369.6800842285156,496.1625061035156,500.5,487.0249938964844,500.0,19822640,INFY.NS
2015-04-28,365.2561340332031,490.2250061035156,495.5,488.0,495.5,10393500,INFY.NS
2015-04-29,365.3027648925781,490.2875061035156,493.0,484.48748779296875,490.2250061035156,8289056,INFY.NS
2015-04-30,361.78216552734375,485.5625,491.25,483.07501220703125,490.0,13134260,INFY.NS
2015-05-04,371.2540588378906,498.2749938964844,500.0,487.4750061035156,489.875,13361592,INFY.NS
2015-05-05,365.6007995605469,490.6875,500.92498779296875,488.01251220703125,500.0,9408516,INFY.NS
2015-05-06,358.01959228515625,480.51251220703125,493.75,478.82501220703125,493.75,10508408,INFY.NS
2015-05-07,362.1081848144531,486.0,491.7749938964844,477.5,480.5,6779984,INFY.NS
2015-05-08,364.7066345214844,489.48748779296875,491.88751220703125,486.3125,489.5,5777676,INFY.NS
2015-05-11,371.3565673828125,498.4125061035156,500.0,488.04998779296875,491.25,4785512,INFY.NS
2015-05-12,362.68560791015625,486.7749938964844,498.6499938964844,485.5,498.4125061035156,8284892,INFY.NS
2015-05-13,364.4738464355469,489.17498779296875,491.2250061035156,482.125,487.9375,7099084,INFY.NS
2015-05-14,360.3945617675781,483.70001220703125,490.20001220703125,477.0,490.0,6233844,INFY.NS
2015-05-15,365.4144592285156,490.4375,491.6499938964844,483.07501220703125,483.75,5189344,INFY.NS
2015-05-18,371.2447204589844,498.26251220703125,499.7250061035156,490.3999938964844,492.5,6469976,INFY.NS
2015-05-19,376.7023620605469,505.5874938964844,508.92498779296875,496.5,496.82501220703125,10272076,INFY.NS
2015-05-20,381.34991455078125,511.82501220703125,513.0,508.3999938964844,510.0,5882188,INFY.NS
2015-05-21,381.5641174316406,512.1124877929688,515.4749755859375,509.3125,512.2249755859375,10059312,INFY.NS
2015-05-22,381.19146728515625,511.61248779296875,512.8875122070312,507.5249938964844,511.0,6888824,INFY.NS
2015-05-25,375.66864013671875,504.20001220703125,514.1375122070312,501.76251220703125,512.625,4675808,INFY.NS
2015-05-26,373.89910888671875,501.82501220703125,507.86248779296875,500.5375061035156,505.0,3965040,INFY.NS
2015-05-27,366.6717529296875,492.125,502.25,488.75,501.75,8454708,INFY.NS
2015-05-28,375.6313781738281,504.1499938964844,508.0,493.79998779296875,493.79998779296875,10980540,INFY.NS
2015-05-29,376.85150146484375,505.7875061035156,514.1124877929688,500.25,501.2124938964844,18993044,INFY.NS
2015-06-01,381.4430236816406,511.95001220703125,516.0,505.8125,508.20001220703125,5724892,INFY.NS
2015-06-02,374.15057373046875,502.1625061035156,513.7750244140625,501.25,512.0250244140625,4673140,INFY.NS
2015-06-03,376.4323425292969,505.2250061035156,509.86248779296875,502.0,504.54998779296875,5495796,INFY.NS
2015-06-04,377.7641906738281,507.01251220703125,513.75,503.1499938964844,507.5,7489464,INFY.NS
2015-06-05,374.7093811035156,502.9125061035156,511.0,502.0375061035156,507.5,6125788,INFY.NS
2015-06-08,372.5486145019531,500.01251220703125,506.1625061035156,496.75,505.0,6141048,INFY.NS
2015-06-09,371.0677795410156,498.0249938964844,501.9125061035156,495.75,500.9375,7561740,INFY.NS
2015-06-10,377.4754333496094,506.625,509.8374938964844,496.25,497.5,6385840,INFY.NS
2015-06-11,372.1016540527344,499.4125061035156,511.1875,498.76251220703125,508.98748779296875,9229464,INFY.NS
2015-06-12,367.8918762207031,493.76251220703125,506.38751220703125,488.875,501.25,9852924,INFY.NS
2015-06-15,374.57635498046875,495.2250061035156,499.3999938964844,484.0,488.4750061035156,5236426,INFY.NS
2015-06-16,377.9422607421875,499.67498779296875,501.5,492.5,497.17498779296875,5223444,INFY.NS
2015-06-17,376.56182861328125,497.8500061035156,510.5,496.1000061035156,505.5,6412068,INFY.NS
2015-06-18,378.925537109375,500.9750061035156,503.9750061035156,497.8999938964844,502.79998779296875,3474426,INFY.NS
2015-06-19,376.4294738769531,497.67498779296875,505.20001220703125,496.54998779296875,505.1499938964844,6670458,INFY.NS
2015-06-22,387.20782470703125,511.92498779296875,514.375,498.5,502.45001220703125,5710868,INFY.NS
2015-06-23,378.33935546875,500.20001220703125,513.7000122070312,499.07501220703125,512.5,6952116,INFY.NS
2015-06-24,376.3349609375,497.54998779296875,507.5,495.6000061035156,507.5,7073694,INFY.NS
2015-06-25,374.57635498046875,495.2250061035156,501.75,493.82501220703125,499.6000061035156,7117466,INFY.NS
2015-06-26,380.1734924316406,502.625,505.79998779296875,499.04998779296875,499.5,5320284,INFY.NS
2015-06-29,374.4629211425781,495.07501220703125,499.75,491.25,493.5,5690668,INFY.NS
2015-06-30,372.2693176269531,492.17498779296875,496.7250061035156,490.0,495.0,6212530,INFY.NS
2015-07-01,377.20477294921875,498.70001220703125,502.5,493.0,494.5,6880852,INFY.NS
2015-07-02,373.6498107910156,494.0,500.70001220703125,492.5249938964844,499.5,4007568,INFY.NS
2015-07-03,374.5196228027344,495.1499938964844,496.5,491.0,494.0,2695306,INFY.NS
2015-07-06,371.8722839355469,491.6499938964844,494.0,487.5,492.5,4305602,INFY.NS
2015-07-07,370.81341552734375,490.25,495.0,489.5,492.5,3497418,INFY.NS
2015-07-08,362.1150817871094,478.75,489.5,477.3999938964844,489.5,7024178,INFY.NS
2015-07-09,354.7403869628906,469.0,483.0,467.0249938964844,478.75,8587772,INFY.NS
2015-07-10,354.5513000488281,468.75,476.04998779296875,466.32501220703125,474.04998779296875,7411522,INFY.NS
2015-07-13,359.33544921875,475.07501220703125,477.5,467.0249938964844,470.5,6531768,INFY.NS
2015-07-14,367.3151550292969,485.625,486.75,472.75,477.5,5367074,INFY.NS
2015-07-15,372.1370544433594,492.0,492.9750061035156,484.0,485.0,4129566,INFY.NS
2015-07-16,374.04693603515625,494.5249938964844,495.75,489.75,493.8500061035156,3472938,INFY.NS
2015-07-17,378.88763427734375,500.92498779296875,502.25,494.54998779296875,495.5,3447978,INFY.NS
2015-07-20,378.6607360839844,500.625,505.3999938964844,493.70001220703125,500.70001220703125,4377180,INFY.NS
2015-07-21,420.7908935546875,556.3250122070312,574.5,517.5,517.5,38310112,INFY.NS
2015-07-22,417.1981506347656,551.5750122070312,556.0,538.3250122070312,552.5,12665660,INFY.NS
2015-07-23,415.2505187988281,549.0,558.5,545.0,551.9749755859375,7710748,INFY.NS
2015-07-24,411.3173522949219,543.7999877929688,553.2249755859375,541.5499877929688,547.7750244140625,4480302,INFY.NS
2015-07-27,402.8838195800781,532.6500244140625,543.9749755859375,530.2249755859375,543.4500122070312,6752244,INFY.NS
2015-07-28,401.9571228027344,531.4249877929688,538.0,527.125,534.25,8476602,INFY.NS
2015-07-29,410.4852600097656,542.7000122070312,546.0,532.5,537.0,7071334,INFY.NS
2015-07-30,404.66119384765625,535.0,545.0,529.0,545.0,11956598,INFY.NS
2015-07-31,407.327392578125,538.5250244140625,540.6749877929688,530.0,539.2750244140625,7931012,INFY.NS
2015-08-03,408.0459289550781,539.4749755859375,546.0,534.4749755859375,539.0,7961012,INFY.NS
2015-08-04,399.83935546875,528.625,539.4749755859375,525.5,539.0,9099054,INFY.NS
2015-08-05,410.8446350097656,543.1749877929688,545.0,530.9749755859375,531.0,4753476,INFY.NS
2015-08-06,411.0714111328125,543.4749755859375,552.75,538.5,547.0,7238252,INFY.NS
2015-08-07,414.3428039550781,547.7999877929688,550.5,539.25,539.75,4988058,INFY.NS
2015-08-10,410.71221923828125,543.0,553.1749877929688,533.5,549.0,3992754,INFY.NS
2015-08-11,419.46728515625,554.5750122070312,558.4500122070312,547.8499755859375,549.4000244140625,7574406,INFY.NS
2015-08-12,432.79852294921875,572.2000122070312,574.5,555.5,557.5,10168440,INFY.NS
2015-08-13,437.9416809082031,579.0,583.4249877929688,527.7750244140625,573.5,9787960,INFY.NS
2015-08-14,434.63262939453125,574.625,584.3499755859375,571.5499877929688,582.5,5109066,INFY.NS
2015-08-17,431.9475402832031,571.0750122070312,576.7249755859375,561.25,575.0,3107436,INFY.NS
2015-08-18,440.3432922363281,582.1749877929688,588.8499755859375,575.0,575.0,4150446,INFY.NS
2015-08-19,444.5789489746094,587.7750244140625,593.0999755859375,581.4000244140625,585.0,6869518,INFY.NS
2015-08-20,429.0732727050781,567.2750244140625,584.25,564.0,579.5,8369114,INFY.NS
2015-08-21,434.8784484863281,574.9500122070312,580.4749755859375,558.75,570.4500122070312,10822142,INFY.NS
2015-08-24,413.0002136230469,546.0250244140625,561.5,539.2999877929688,554.9749755859375,14122684,INFY.NS
2015-08-25,410.5798645019531,542.8250122070312,559.5,522.25,550.0,13735078,INFY.NS
2015-08-26,402.6189270019531,532.2999877929688,548.5,529.5,544.9000244140625,11498212,INFY.NS
2015-08-27,409.5020446777344,541.4000244140625,550.0499877929688,539.0250244140625,544.0,15343392,INFY.NS
2015-08-28,420.18585205078125,555.5250244140625,562.4500122070312,550.7999877929688,550.7999877929688,7208820,INFY.NS
2015-08-31,413.8890380859375,547.2000122070312,567.4249877929688,541.25,567.4249877929688,9917064,INFY.NS
2015-09-01,411.8468017578125,544.5,557.2999877929688,541.0,545.0,9071550,INFY.NS
2015-09-02,415.79876708984375,549.7249755859375,557.5,545.0,549.0,11171830,INFY.NS
2015-09-03,415.760986328125,549.6749877929688,556.0,546.25,555.0750122070312,8590536,INFY.NS
2015-09-04,406.1550598144531,536.9749755859375,555.5,533.5,551.5,7318888,INFY.NS
2015-09-07,400.4065246582031,529.375,542.5,527.5,542.4749755859375,5180988,INFY.NS
2015-09-08,400.42559814453125,529.4000244140625,537.0,526.1500244140625,531.0,5459496,INFY.NS
2015-09-09,411.7332763671875,544.3499755859375,549.7999877929688,536.0,543.5499877929688,9148664,INFY.NS
2015-09-10,408.6133117675781,540.2249755859375,545.75,530.5,542.4500122070312,8363004,INFY.NS
2015-09-11,412.5086364746094,545.375,553.2000122070312,542.75,545.7750244140625,9883810,INFY.NS
2015-09-14,415.91229248046875,549.875,552.0,541.3250122070312,549.5,6557076,INFY.NS
2015-09-15,415.70428466796875,549.5999755859375,551.5999755859375,544.0750122070312,549.7000122070312,5291886,INFY.NS
2015-09-16,416.630859375,550.8250122070312,554.875,549.1500244140625,554.0,7478240,INFY.NS
2015-09-18,417.68975830078125,552.2249755859375,558.9500122070312,549.5250244140625,555.9000244140625,11576876,INFY.NS
2015-09-21,417.7653503417969,552.3250122070312,554.4249877929688,546.25,550.0,4351234,INFY.NS
2015-09-22,418.82427978515625,553.7249755859375,567.9749755859375,550.5499877929688,557.5,9626986,INFY.NS
2015-09-23,422.15240478515625,558.125,563.1749877929688,548.7249755859375,553.7249755859375,4758254,INFY.NS
2015-09-24,431.34246826171875,570.2750244140625,576.3499755859375,555.0,556.75,13399262,INFY.NS
2015-09-28,418.1058044433594,552.7750244140625,571.4249877929688,550.5,569.9749755859375,9788464,INFY.NS
2015-09-29,424.27020263671875,560.9249877929688,566.7000122070312,548.75,551.0,8699370,INFY.NS
2015-09-30,439.4355773925781,580.9749755859375,584.4749755859375,562.9749755859375,567.2000122070312,9495692,INFY.NS
2015-10-01,443.6335754394531,586.5250244140625,598.875,580.0,584.9500122070312,10864394,INFY.NS
2015-10-05,446.923828125,590.875,594.6749877929688,581.0,586.5,6881760,INFY.NS
2015-10-06,436.6559143066406,577.2999877929688,596.2750244140625,574.0499877929688,593.5250244140625,8711880,INFY.NS
2015-10-07,428.56268310546875,566.5999755859375,584.375,564.2249755859375,578.0,9182488,INFY.NS
2015-10-08,428.16558837890625,566.0750122070312,574.7999877929688,563.0250244140625,568.2000122070312,9080874,INFY.NS
2015-10-09,441.4967346191406,583.7000122070312,586.4500122070312,568.0,568.0,11782138,INFY.NS
2015-10-12,424.6673889160156,561.4500122070312,609.9000244140625,554.5,599.5,30404970,INFY.NS
2015-10-13,415.7799072265625,549.7000122070312,555.5,542.5999755859375,553.7249755859375,15326862,INFY.NS
2015-10-14,415.0991516113281,548.7999877929688,557.7750244140625,543.5999755859375,545.7249755859375,8865510,INFY.NS
2015-10-15,415.004638671875,548.6749877929688,552.1749877929688,544.5499877929688,549.9500122070312,8255666,INFY.NS
2015-10-16,417.88623046875,547.4500122070312,550.7000122070312,545.0,549.5,6418992,INFY.NS
2015-10-19,424.3936767578125,555.9749755859375,558.0,550.25,551.0,7347494,INFY.NS
2015-10-20,429.73699951171875,562.9749755859375,565.0,555.2999877929688,556.5,8788310,INFY.NS
2015-10-21,434.4886779785156,569.2000122070312,573.4249877929688,562.5,562.5,7278098,INFY.NS
2015-10-23,438.87786865234375,574.9500122070312,576.5,562.5499877929688,570.9000244140625,6033362,INFY.NS
2015-10-26,439.73663330078125,576.0750122070312,579.25,571.5750122070312,577.0,3195942,INFY.NS
2015-10-27,438.68707275390625,574.7000122070312,577.5,572.0499877929688,575.0,5263748,INFY.NS
2015-10-28,440.1373596191406,576.5999755859375,579.0,569.5,572.25,5255472,INFY.NS
2015-10-29,437.0267333984375,572.5250244140625,577.9500122070312,568.0250244140625,576.5499877929688,5887324,INFY.NS
2015-10-30,433.3628234863281,567.7249755859375,572.5,565.0,572.5,4044676,INFY.NS
2015-11-02,431.7406921386719,565.5999755859375,567.9000244140625,557.0499877929688,565.0,3544988,INFY.NS
2015-11-03,437.1986389160156,572.75,575.2249755859375,566.7000122070312,566.7000122070312,3614682,INFY.NS
2015-11-04,433.8780517578125,568.4000244140625,578.7999877929688,566.1500244140625,575.0499877929688,3205572,INFY.NS
2015-11-05,428.5728759765625,561.4500122070312,572.5,559.7000122070312,571.4749755859375,2345306,INFY.NS
2015-11-06,434.4504699707031,569.1500244140625,571.9500122070312,561.4500122070312,561.5,3026172,INFY.NS
2015-11-09,433.038330078125,567.2999877929688,570.0,557.5999755859375,560.0,6125676,INFY.NS
2015-11-10,421.3020935058594,551.9249877929688,563.75,550.0499877929688,563.75,4680052,INFY.NS
2015-11-13,420.1380920410156,550.4000244140625,553.0,545.0,549.9749755859375,3520868,INFY.NS
2015-11-16,412.27569580078125,540.0999755859375,547.0,533.5999755859375,541.8250122070312,6808334,INFY.NS
2015-11-17,405.13861083984375,530.75,541.4500122070312,526.0,540.0,7184106,INFY.NS
2015-11-18,389.2994384765625,510.0,522.5750122070312,505.625,520.5,10125252,INFY.NS
2015-11-19,399.9097595214844,523.9000244140625,526.0,511.8999938964844,515.125,8539622,INFY.NS
2015-11-20,401.6654357910156,526.2000122070312,531.5999755859375,521.0250244140625,524.0,6082978,INFY.NS
2015-11-23,402.1614990234375,526.8499755859375,531.2000122070312,519.0,525.0,5616350,INFY.NS
2015-11-24,397.3716735839844,520.5750122070312,525.4000244140625,518.5,525.0,4325802,INFY.NS
2015-11-26,401.6654357910156,526.2000122070312,529.75,520.0250244140625,520.4749755859375,9853968,INFY.NS
2015-11-27,406.98956298828125,533.1749877929688,535.0,522.5,529.0,5142478,INFY.NS
2015-11-30,415.214599609375,543.9500122070312,549.1500244140625,528.0999755859375,535.0,18105534,INFY.NS
2015-12-01,411.8177795410156,539.5,547.5,536.4749755859375,544.0,5898550,INFY.NS
2015-12-02,404.8331604003906,530.3499755859375,539.9749755859375,529.5,539.9749755859375,6397616,INFY.NS
2015-12-03,403.70733642578125,528.875,532.4000244140625,524.5250244140625,530.5,5504726,INFY.NS
2015-12-04,400.3868713378906,524.5250244140625,532.4500122070312,520.0499877929688,524.5,8375530,INFY.NS
2015-12-07,399.318115234375,523.125,529.5,520.0,527.6500244140625,4513870,INFY.NS
2015-12-08,398.612060546875,522.2000122070312,531.375,519.6500244140625,522.5250244140625,5724372,INFY.NS
2015-12-09,392.4290466308594,514.0999755859375,523.4749755859375,511.2749938964844,521.5,6818254,INFY.NS
2015-12-10,399.73797607421875,523.6749877929688,525.7999877929688,515.1500244140625,518.2999877929688,5587746,INFY.NS
2015-12-11,401.8180847167969,526.4000244140625,530.9500122070312,522.9500122070312,527.0,5390198,INFY.NS
2015-12-14,408.19189453125,534.75,536.5750122070312,524.0250244140625,524.75,4816672,INFY.NS
2015-12-15,411.26434326171875,538.7750244140625,539.5499877929688,529.4000244140625,536.625,5431808,INFY.NS
2015-12-16,418.248779296875,547.9249877929688,549.0,541.7000122070312,541.7000122070312,5495852,INFY.NS
2015-12-17,422.5425720214844,553.5499877929688,554.9000244140625,544.0,550.0,4958782,INFY.NS
2015-12-18,413.4017639160156,541.5750122070312,551.7000122070312,539.7249755859375,551.7000122070312,7219820,INFY.NS
2015-12-21,421.1495056152344,551.7249755859375,553.7000122070312,532.9749755859375,538.5,4331012,INFY.NS
2015-12-22,413.630615234375,541.875,548.7249755859375,540.0499877929688,548.7249755859375,4109254,INFY.NS
2015-12-23,420.1571044921875,550.4249877929688,551.25,543.5250244140625,547.5250244140625,2870928,INFY.NS
2015-12-24,418.4395751953125,548.1749877929688,552.2249755859375,545.0499877929688,551.0250244140625,1230054,INFY.NS
2015-12-28,421.6455383300781,552.375,555.0,545.0,545.0,5526952,INFY.NS
2015-12-29,421.62652587890625,552.3499755859375,555.0,548.6500244140625,550.625,3345062,INFY.NS
2015-12-30,414.6038818359375,543.1500244140625,553.2999877929688,541.5,550.5499877929688,5153970,INFY.NS
2015-12-31,421.893798828125,552.7000122070312,554.9749755859375,543.5,545.0750122070312,7943938,INFY.NS
2016-01-01,421.8364562988281,552.625,554.4749755859375,546.5999755859375,550.0,1806550,INFY.NS
2016-01-04,411.7796325683594,539.4500122070312,551.2249755859375,538.0250244140625,549.9749755859375,3975362,INFY.NS
2016-01-05,409.92852783203125,537.0250244140625,542.75,531.125,542.75,4949786,INFY.NS
2016-01-06,408.1346435546875,534.6749877929688,537.3250122070312,529.4500122070312,537.3250122070312,5588328,INFY.NS
2016-01-07,401.0548095703125,525.4000244140625,533.9500122070312,523.9500122070312,530.0250244140625,5294088,INFY.NS
2016-01-08,405.82562255859375,531.6500244140625,533.7000122070312,527.75,530.75,3156716,INFY.NS
2016-01-11,402.9248962402344,527.8499755859375,534.9749755859375,526.0499877929688,528.1500244140625,5360622,INFY.NS
2016-01-12,400.73028564453125,524.9749755859375,531.4749755859375,515.4249877929688,531.0,6565212,INFY.NS
2016-01-13,413.49700927734375,541.7000122070312,545.5,524.0499877929688,528.5,8751294,INFY.NS
2016-01-14,432.4276123046875,566.5,577.5,527.1749877929688,533.0,30227006,INFY.NS
2016-01-15,435.06121826171875,569.9500122070312,582.0,568.7750244140625,574.0,13036614,INFY.NS
2016-01-18,432.0078430175781,565.9500122070312,581.0499877929688,564.1749877929688,569.9500122070312,10066612,INFY.NS
2016-01-19,434.9657897949219,569.8250122070312,579.4749755859375,564.2750244140625,567.5,7500436,INFY.NS
2016-01-20,427.9430847167969,560.625,580.0,558.5,567.0,7507998,INFY.NS
2016-01-21,433.9735412597656,568.5250244140625,571.25,561.0,567.5,6743000,INFY.NS
2016-01-22,433.6680908203125,568.125,576.25,565.5,574.0499877929688,6436018,INFY.NS
2016-01-25,434.20245361328125,568.8250122070312,573.4249877929688,562.2750244140625,570.125,4579262,INFY.NS
2016-01-27,434.5268249511719,569.25,574.7999877929688,567.5,573.2249755859375,6971962,INFY.NS
2016-01-28,431.13006591796875,564.7999877929688,571.2999877929688,563.0999755859375,568.0,7788598,INFY.NS
2016-01-29,444.6028747558594,582.4500122070312,585.0,565.7999877929688,569.0,10232108,INFY.NS
2016-02-01,447.8279113769531,586.6749877929688,589.9500122070312,580.7999877929688,585.0,4251126,INFY.NS
2016-02-02,448.6676025390625,587.7750244140625,595.0,582.0,588.4249877929688,7632702,INFY.NS
2016-02-03,441.8548278808594,578.8499755859375,587.9500122070312,576.375,583.9000244140625,5245966,INFY.NS
2016-02-04,450.2705993652344,589.875,597.4749755859375,580.0250244140625,580.0250244140625,5549346,INFY.NS
2016-02-05,448.34320068359375,587.3499755859375,593.3250122070312,585.9249877929688,587.75,3984224,INFY.NS
2016-02-08,439.2213439941406,575.4000244140625,586.0999755859375,571.9000244140625,581.875,4221044,INFY.NS
2016-02-09,422.75244140625,553.8250122070312,564.1500244140625,546.75,564.1500244140625,7579572,INFY.NS
