,date,open,high,low,close,volume,return_1,return_5,log_return_1,sma_20,sma_50,sma_200,sma_ratio_20,sma_ratio_50,ema_12,ema_20,ema_26,ema_ratio_20,rsi_14,macd,macd_signal,macd_hist,roc_5,roc_10,bb_upper,bb_lower,bb_width,bb_pct_b,atr_14,atr_ratio,stoch_k,stoch_d,obv,obv_change,vwap,vwap_ratio,z_score_20,future_return,target_direction
0,2015-10-16,27.94499969482422,28.0,27.63249969482422,27.76000022888184,156930400,-0.00733058904299988,-0.009632552663200844,-0.007357589846312519,27.942374992370606,28.08689998626709,30.33233744621277,-0.006526816834236948,-0.01163886927874147,27.82725673494836,27.90611674307406,27.982395313648265,-0.005236003114925891,0.4783665189258265,-0.15513857869990488,-0.1820249381138792,0.026886359413974326,-0.9632552663200832,0.5979377410149067,28.882718610068217,27.002031374672995,0.0677480986991683,0.40302759541490635,0.640843266762338,0.023085131897643035,0.601613000478684,0.5125011482455434,-966810800.0,-0.1937698455228698,27.875828886839567,-0.004155164620500695,-0.38788961834037505,0.006213998880737925,1
1,2015-10-19,27.700000762939453,27.9375,27.52750015258789,27.9325008392334,119036800,0.006213998880737925,0.0011649183206989822,0.006194771600780039,27.898875045776368,28.067950019836427,30.335337448120118,0.0012052741697239355,-0.004825759647829719,27.843448135607595,27.908629514136855,27.978699426654572,0.0008553384925065188,0.4986021990398397,-0.13525129104697697,-0.17267020870049876,0.03741891765352179,0.11649183206990149,0.8575596570725549,28.74772653284241,27.050023558710325,0.060778767497521285,0.5198066410729009,0.6243544510944645,0.02235225748986677,0.8125007012307998,0.680278566912123,-847774000.0,0.12312315915378687,27.832072418532224,0.0036083701993496753,0.0792265642916036,0.018258240623298283,1
2,2015-10-20,27.834999084472656,28.542499542236328,27.70499992370605,28.4424991607666,195871200,0.018258240623298283,0.017711742654293428,0.018093560441011063,27.90349998474121,28.038199996948244,30.34473744392395,0.019316543670870656,0.014419583420560711,27.935609831785904,27.95947424238731,28.013054962514722,0.01727589418140818,0.553420274911375,-0.07744513072881887,-0.1536251931061628,0.07618006237734393,1.7711742654293436,2.2100432471734575,28.763633674764055,27.043366294718364,0.06048228639551535,0.8133229068210758,0.6395791059113083,0.022486740785195823,0.9416907448557198,0.7852681488550678,-651902800.0,0.23104176348885433,27.82578501901991,0.02216340496144653,1.2532916272843044,-8.78483530881713e-05,0
3,2015-10-21,28.5,28.895000457763672,28.424999237060547,28.440000534057617,167180800,-8.78483530881713e-05,0.03221126105841665,-8.785221198074134e-05,27.896500015258788,28.039550018310546,30.35411244392395,0.01948274939514083,0.014281631320244736,28.013208401366168,28.005238651117814,28.04468056040679,0.015524305589963205,0.5531069392316835,-0.031472159040621506,-0.12919458629305455,0.09772242725243305,3.2211261058416683,2.6900193083325,28.735470940409076,27.0575290901085,0.058999360717001376,0.8239090309961993,0.6274663998250095,0.022062812519064574,0.7733499412831066,0.8425137957898753,-819083600.0,-0.25645050151648374,27.832550321826954,0.021825172512282665,1.2956361239847975,0.015295339584169731,1
4,2015-10-22,28.582500457763672,28.875,28.524999618530277,28.875,166616400,0.015295339584169731,0.03254067021086349,0.015179545128520327,27.90275001525879,28.0408500289917,30.36379994392395,0.0348442352173004,0.029747670635728474,28.14579172423291,28.08807306529707,28.10618570408036,0.02801640870392008,0.5959963658129233,0.03960602015255077,-0.0954344650039335,0.13504048515648426,3.254067021086348,5.47945205479452,28.769882222638966,27.035617807878612,0.06006110527308584,1.060612312901294,0.6137187616905362,0.021254329409196058,0.9891449387733553,0.9013952083040606,-652467200.0,0.20341806379715086,27.83398332197994,0.037400923395610075,2.2424492516051804,0.03099568684895826,1
5,2015-10-23,29.174999237060547,29.8075008392334,29.082500457763672,29.770000457763672,237467600,0.03099568684895826,0.07240634770566756,0.030525021562404133,27.957375049591064,28.060500030517577,30.372787446975707,0.06483532180533236,0.06092195168963155,28.395669990929953,28.248256626484366,28.229431241390234,0.0538703627413446,0.6659599424313094,0.16623874953971907,-0.04309982209520299,0.20933857163492206,7.240634770566767,6.207633708504196,29.117984771602057,26.796765327580072,0.07797176380011232,1.2808936000604343,0.6364889100864549,0.021380211632494817,0.9863882515677638,0.9162943772080752,-414999600.0,0.3639533144348099,27.883541680484235,0.06765491984111094,3.12357440024174,-0.03191134525803152,0
6,2015-10-26,29.520000457763672,29.53249931335449,28.729999542236328,28.81999969482422,265335200,-0.03191134525803152,0.03177298232975456,-0.03243161042201364,27.992875003814696,28.057100028991698,30.37687494277954,0.02954768636293359,0.027190966459263777,28.460951483836762,28.30270834727864,28.273177052755713,0.01827709706075953,0.5586883188262195,0.1877744310810492,0.0030750285400474447,0.18469940254100176,3.1772982329754673,3.2974913579672864,29.214947676664014,26.770802330965378,0.08480726480151839,0.8384105992162658,0.6653111961893755,0.02308505215941618,0.641560522121774,0.8723645708209643,-680334800.0,-0.6393625439638978,27.938577282297427,0.03154857899959285,1.3536423968650635,-0.006332371055421615,0
7,2015-10-27,28.850000381469727,29.13500022888184,28.497499465942383,28.637500762939453,279537600,-0.006332371055421615,0.006855993950132033,-0.0063525055614616684,28.061500072479248,28.044050025939942,30.383499946594238,0.020526368475401124,0.021161377777125123,28.48811291139102,28.334593339246332,28.300163994250806,0.01069037483850388,0.5400968245821062,0.1879489171402149,0.040049806260080936,0.14789911088013397,0.6855993950132044,2.468916820490961,29.26548417298968,26.857515971968816,0.08408443952403415,0.739206103392897,0.6633247366715241,0.02316280118724432,0.5753177413123938,0.7344221716673105,-959872400.0,-0.41088240672092624,28.025921738005476,0.021821905828868005,0.9568244135715875,0.041204657054229266,1
8,2015-10-28,29.232500076293945,29.825000762939453,29.01499938964844,29.8174991607666,342205600,0.041204657054229266,0.04843525319415498,0.04037836690413411,28.173624992370605,28.057900009155272,30.394812440872194,0.05834798215853154,0.06271314499792124,28.69263387283342,28.475822465105402,28.412559191770494,0.047116345710656926,0.6270620970400724,0.2800746810629242,0.0880547812206496,0.19201989984227463,4.843525319415501,8.220667483763913,29.586416585710733,26.760833399030478,0.09476258124283318,1.081782258666171,0.7007658269092725,0.02350183102650437,0.9969412443605894,0.7379398359315856,-617666800.0,0.3565115529939188,28.1864117528343,0.057867862792726266,2.3271290346646816,0.010564284159420456,1
9,2015-10-29,29.674999237060547,30.17250061035156,29.5674991607666,30.13249969482422,204909200,0.010564284159420456,0.04354977298092533,0.01050887202754611,28.310499954223634,28.085499992370604,30.408224935531617,0.06435773806702993,0.07288457399760295,28.914151691601234,28.633601248888148,28.539962191996697,0.05234753508325385,0.6455672124521965,0.37418949960453673,0.14528172489742702,0.2289077747071097,4.354977298092533,7.750758199211907,29.9221120428437,26.698887865603567,0.10696836339116528,1.0652724230185757,0.69392551424325,0.023029138679870085,0.9856241157309421,0.8526277004679751,-412757600.0,0.3317471491101675,28.339734144243195,0.0632597871757099,2.261089692074301,-0.0085455802682195,0
