,date,open,high,low,close,volume,return_1,return_5,log_return_1,sma_20,sma_50,sma_200,sma_ratio_20,sma_ratio_50,ema_12,ema_20,ema_26,ema_ratio_20,rsi_14,macd,macd_signal,macd_hist,roc_5,roc_10,bb_upper,bb_lower,bb_width,bb_pct_b,atr_14,atr_ratio,stoch_k,stoch_d,obv,obv_change,vwap,vwap_ratio,z_score_20,future_return,target_direction
0,2015-10-21,218.4112243652344,222.8228759765625,217.8397674560547,218.29693603515625,14404450.0,-0.0017769606346734745,0.057644369303482934,-0.0017785413020220471,203.3921691894531,203.0552377319336,206.83308906555175,0.07328092770287453,0.07506183279716327,209.89587262923183,206.85873183150315,205.90261942955226,0.05529476132034916,0.6774573717922865,3.9932531996795717,1.7460184611522067,2.247234738527365,5.7644369303482925,4.50864825875511,221.17947019414206,185.60486818476417,0.16296427542917355,0.9189721319095591,4.836805477219345,0.022157001216180094,0.8296043315285297,0.9124181885175436,216541000.0,-0.06237165529782033,203.78632061764122,0.07120505131814459,1.6758885276382356,0.0006806088614896844,1
1,2015-10-23,220.3427581787109,222.42286682128903,215.1310577392578,218.4455108642578,12153422.0,0.0006806088614896844,0.05748587733379673,0.0006803773523173556,204.62366104125977,202.9946630859375,206.9105216217041,0.06754766165683579,0.07611455170020509,211.2112015884666,207.9622345965274,206.8317224987897,0.05040951924790238,0.6787005483820868,4.379479089676892,2.2727105868571438,2.106768502819748,5.7485877333796624,7.4850939605670135,223.01934562931774,186.2279764532018,0.16842355345529683,0.8756818550795019,5.012162877563051,0.022944682441552264,0.8304560355878324,0.860685799361321,228694422.0,0.05612526957943299,204.84701520437045,0.06638366512843996,1.5027274203180072,-0.013393992544728617,0
2,2015-10-26,219.8741607666016,220.12559509277344,215.16534423828125,215.5196533203125,10938775.0,-0.013393992544728617,0.030662440679227743,-0.013484501152515786,205.68085861206055,202.88882904052736,206.9760107421875,0.04783524716225118,0.06225490254696142,211.8740403164429,208.68198876069738,207.4752729300136,0.03276595455229292,0.627447441952868,4.398767386429284,2.6979219467715723,1.7008454396577122,3.0662440679227774,6.254580458925311,224.02697193427,187.3347452898511,0.17025002629289535,0.768143844297018,5.008454875915132,0.023238970547485985,0.6575565243086191,0.772538963808327,217755647.0,-0.0478314027265606,205.91919690424234,0.04662244492209533,1.0725753771880717,-0.0035000682511893144,0
3,2015-10-27,214.5938873291016,216.7539978027344,214.27386474609372,214.76531982421875,11601798.0,-0.0035000682511893144,-0.024857343697453627,-0.003506207820197479,206.84891815185546,202.8735137939453,207.0488144683838,0.03827141927110089,0.05861684853722071,212.31885254840842,209.26135362388987,208.01527640365842,0.026301876122914125,0.6143906131949783,4.3035761447499965,3.0190527863672574,1.2845233583827391,-2.4857343697453618,5.360243542906113,224.32172148664296,189.37611481706796,0.1627153150153726,0.7265349618112544,4.827860460252671,0.022479702329054715,0.6221863053804436,0.703399621758965,206153849.0,-0.05327897650341991,207.90045849380053,0.03301994319855206,0.9061398472450187,-0.002767274416939136,0
4,2015-10-28,214.1595764160156,215.98825073242188,212.5594940185547,214.17100524902344,11958727.0,-0.002767274416939136,-0.020643918844664988,-0.0027711103992332725,208.02269287109374,202.88997161865234,207.16407752990722,0.029555969558280992,0.055601731028750434,212.6037991177338,209.72893949295022,208.47125631812992,0.021180032506780133,0.6036942100214635,4.132542799603868,3.24175078901458,0.8907920105892884,-2.064391884466496,4.851159861681648,224.0180541619299,192.02733158025757,0.149369997794406,0.6921904815445494,4.727924478367994,0.022075464757102325,0.5943192721044198,0.6246873672644941,194195122.0,-0.05800874957226727,208.96127457730637,0.024931560559512622,0.7687619261781972,0.004322555194315569,1
5,2015-10-29,213.953857421875,216.0111083984375,213.71383666992188,215.0967712402344,13280382.0,0.004322555194315569,-0.014659687181346692,0.004313239787205133,209.16846618652343,202.77133697509765,207.26316833496094,0.0283422504443116,0.06078489420154298,212.9873332904262,210.24016156412014,208.96203520124877,0.023100294634396334,0.6149703477591832,4.025298089177426,3.398460249047149,0.6268378401302765,-1.4659687181346728,4.21396337003811,223.59163542386906,194.7452969491778,0.13410865401821281,0.7055132598167443,4.554306424807111,0.021173290508022354,0.6377278519367567,0.6180778098072067,207475504.0,0.06838679500919699,210.33219603888259,0.02265261948042907,0.822053039266977,0.007120094786097653,1
6,2015-10-30,215.34820556640625,218.50265502929688,214.89105224609372,216.62828063964844,13366359.0,0.007120094786097653,-0.008318917689906669,0.007094866591854135,210.1445167541504,202.7576220703125,207.38391738891602,0.030853833284089083,0.06841004756174285,213.54747903646037,210.84855385702758,209.52990523372281,0.027411744955765593,0.6334702363373763,4.017573802737559,3.5222829597852314,0.4952908429523273,-0.8318917689906674,4.868873936201803,223.749894702831,196.5391388054698,0.12561035806135157,0.7382794476549918,4.486970450406828,0.02071276398980752,0.7051146182068583,0.6457205807493449,220841863.0,0.06442379337466268,211.68430815318425,0.023355403759481863,0.953117790619968,0.012767741467868854,1
7,2015-11-02,216.9254302978516,219.78273010253903,216.05682373046875,219.3941345214844,7222044.0,0.012767741467868854,0.017977391581145197,0.012686921059164155,211.23143005371094,202.82939727783204,207.4976375579834,0.038643418101642846,0.0816683255285835,214.44696449569486,211.66241868221394,210.2605888846681,0.03652852446554866,0.6645918124907305,4.186375611026762,3.655101490033538,0.5312741209932237,1.7977391581145132,4.919106296329701,224.08867419091493,198.37418591650695,0.11720681744976125,0.8174360065293345,4.432608730525646,0.020203861603654578,0.8367793732989239,0.7265406144808463,228063907.0,0.03270233234719633,212.35340748413842,0.03315570548530933,1.2697440261173387,0.0077099283680155395,1
8,2015-11-03,220.1827545166016,221.82855224609372,219.7255859375,221.0856475830078,11373522.0,0.0077099283680155395,0.029428996096586335,0.007680358759420871,212.1366195678711,202.8870001220703,207.63124443054198,0.042185210801257034,0.08969844026471874,215.46830035528146,212.55986905371813,211.06244508454512,0.04011001026320282,0.6821429447466242,4.405855270736339,3.8052522461740983,0.6006030245622407,2.9428996096586397,0.384012572848891,225.0971202378559,199.17611889788628,0.11724416136166162,0.8452423730767497,4.2898808015316225,0.019403705525122175,0.9059989250037359,0.8159643055031728,239437429.0,0.04986989019704902,213.47527105783718,0.03564992088994123,1.3809694923069982,-0.016439220490978457,0
9,2015-11-04,221.26852416992188,222.8686065673828,216.285400390625,217.451171875,10033187.0,-0.016439220490978457,0.015315642853534817,-0.016575843866763477,212.74522171020507,203.0470083618164,207.75485076904297,0.022120121556503003,0.07094004304420154,215.77335751216123,213.02570741764973,211.5356841060603,0.020774321141785457,0.6089711423642905,4.2376734061009245,3.891736478159464,0.3459369279414606,1.5315642853534766,-0.5644450879252441,225.49124773321424,199.9991956871959,0.11723115505062545,0.6846046036741072,4.453689756904922,0.020481332514800554,0.6835773247512998,0.8087852076846532,229404242.0,-0.04190316878151912,214.14859390043256,0.01542189894603263,0.7384184146964295,-0.015452519423361899,0
